chmod	mode_W_user	0	bool	$mode&%{S_IWUSR%}
chmod	mode_X_user	0	bool	$mode&%{S_IXUSR%}
chmod	mode_R_group	0	bool	$mode&%{S_IRGRP%}
chmod	mode_W_group	0	bool	$mode&%{S_IWGRP%}
chmod	mode_X_group	0	bool	$mode&%{S_IXGRP%}
chmod	mode_R_others	0	bool	$mode&%{S_IROTH%}
chmod	mode_W_others	0	bool	$mode&%{S_IWOTH%}
chmod	mode_X_others	0	bool	$mode&%{S_IXOTH%}
chown	given_pathname	0	variable32	user_string($filename)
chown	full_pathname	1	variable32	""
chown	new_owner	0	int32	__int32($user)
chown	new_group	0	int32	__int32($group)
utime	given_pathname	0	variable32	user_string($filename)
utime	full_pathname	1	variable32	""
utime	access_time	0	int64	user_long(&@cast($times,"utimbuf")->actime)
utime	mod_time	0	int64	user_long(&@cast($times,"utimbuf")->modtime)
utimes	given_pathname	0	variable32	user_string($filename)
utimes	full_pathname	1	variable32	""
utimes	access_time	0	int64	user_long(&@cast($utimes,"utimbuf")->actime)
utimes	mod_time	0	int64	user_long(&@cast($utimes,"utimbuf")->modtime)
mknod	given_pathname	0	variable32	user_string($filename)
mknod	full_pathname	1	variable32	""
mknod	mode	0	int32	$mode
mknod	type	0	byte	mknod_type($mode)
mknod	mode_R_user	0	bool	$mode&%{S_IRUSR%}
mknod	mode_W_user	0	bool	$mode&%{S_IWUSR%}
mknod	mode_X_user	0	bool	$mode&%{S_IXUSR%}
mknod	mode_R_group	0	bool	$mode&%{S_IRGRP%}
mknod	mode_W_group	0	bool	$mode&%{S_IWGRP%}
mknod	mode_X_group	0	bool	$mode&%{S_IXGRP%}
mknod	mode_R_others	0	bool	$mode&%{S_IROTH%}
mknod	mode_W_others	0	bool	$mode&%{S_IWOTH%}
mknod	mode_X_others	0	bool	$mode&%{S_IXOTH%}
mknod	dev	1	int32	$dev
munmap	start_address	0	int64	$addr
munmap	length	0	int64	$len
pipe	read_descriptor	0	int32	pipe0
pipe	write_descriptor	0	int32	pipe1
fork				
dup	descriptor	0	int32	$fildes
dup2	old_descriptor	0	int32	$oldfd
dup2	new_descriptor	0	int32	$newfd
rename	given_oldname	0	variable32	user_string($oldname)
rename	full_oldname	1	variable32	""
rename	given_newname	0	variable32	user_string($newname)
rename	full_newname	1	variable32	""
