open,1313191933879624,1313191933879634,1313191933879634,11182,11205,0,11,/proc/11205/stat,,1,0,0,0,0,0
read,1313191933878698,1313191933879958,1313191933879958,11184,11202,0,245,11,1024
close,1313191933879977,1313191933879992,1313191933879992,11184,11202,0,0,11
